X,Y,OBJECTID,Name,Descr,TimeWhen,Extrude,AltMode,Symbology,Labeling,Class
-80.55217,40.76533,1098,June 1980/82,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4306: Sighting at a home on Duke Vodrey Rd., above Beaver Creek. </b><br></br><a href=""http://www.bfro.net/gdb/clas",6/1/80 12:00,1,RelativeToGround, , ,A
-80.57164,40.6807,1099,Jun-71,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4307: Late night sighting by children at a home in Calcutta</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",6/30/71 12:00,1,RelativeToGround, , ,A
-81.85331,39.28537,1100,May-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4409: A series of encounters on Haga Ridge near the Wayne National Forest</b><br></br><a href=""http://www.bfro.net/",5/16/02 12:00,1,RelativeToGround, , ,A
-81.51075,40.67979,1101,July 1978 to 1980,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4484: A series of sightings, screams, and smells near an abandoned strip mine</b><br></br><a href=""http://www.bfro.",7/1/78 12:00,1,RelativeToGround, , ,A
-84.09158,39.74961,1102,Jun-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4498: Late afternoon sighting by motorist on I-675 near Beavercreek</b><br></br><a href=""http://www.bfro.net/gdb/cl",6/1/02 12:00,1,RelativeToGround, , ,A
-84.54476,41.34728,1103,1977,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4556: Midnight sighting by motorist on Coy Rd</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classificat",1/1/77 12:00,1,RelativeToGround, , ,A
-83.00142,39.89203,1104,Jun-97,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4557: Saturday morning sighting by a motorist on William's Road</b><br></br><a href=""http://www.bfro.net/gdb/classi",6/1/97 12:00,1,RelativeToGround, , ,A
-81.63656,40.17699,1105,Oct-98,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4558: Young squirrel hunter has evening sighting on family property near Birds Run</b><br></br><a href=""http://www.",10/15/98 12:00,1,RelativeToGround, , ,A
-84.79429,39.37509,1106,Jul-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4659: Couple hears vocalization late at night - son finds prints near Okeana</b><br></br><a href=""http://www.bfro.n",7/14/02 12:00,1,RelativeToGround, , ,A
-84.80138,39.37215,1107,Jun-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4672: Midnight sighting by two witnesses near Okeana</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#clas",6/6/01 12:00,1,RelativeToGround, , ,A
-81.1438,41.7164,1108,Jul-81,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4731: A woman sitting on a bench in a park sees a large hairy creature behind a four foot wall staring at her</b><b",7/1/81 12:00,1,RelativeToGround, , ,A
-83.6118,40.6445,1109,Jul-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4760: Young man see's a ""huge hairy ape looking thing"" under a bridge on the Scioto River</b><br></br><a href=""http",7/18/02 12:00,1,RelativeToGround, , ,A
-81.1351,41.5325,1110,August 2002.1980?,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4762: Woman has two evening encounters twenty years apart</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",8/4/02 12:00,1,RelativeToGround, , ,A
-80.58163,41.81902,1111,Nov-76,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4837: Rabbit hunter witness's a massive creature running through the woods</b><br></br><a href=""http://www.bfro.net",11/1/76 12:00,1,RelativeToGround, , ,A
-80.6937,40.39103,1112,1997,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4951: Young hunter has sighting, accompanied by knocking sounds, near Wintersville</b><br></br><a href=""http://www.",9/30/97 12:00,1,RelativeToGround, , ,A
-80.78826,40.2831,1113,1988,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4952: Evening sighting by ice fisherman near Friendship Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.",12/31/88 12:00,1,RelativeToGround, , ,A
-82.67252,40.00915,1114,1968,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4953: Family has sighting on farm along Headleys Mill Road</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",8/1/68 12:00,1,RelativeToGround, , ,A
-80.9835,41.1174,1115,1972,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4959: Nightime sighting at a Lake Milton marina</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classific",8/1/72 12:00,1,RelativeToGround, , ,A
-83.26393,39.17257,1116,Dec-99,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4964: Evening sighting by couple near Latham</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#classificati",12/22/99 12:00,1,RelativeToGround, , ,A
-84.62567,39.70042,1117,May-77,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4970: Case report about a sighting by a boy and local rumors about a bigfoot in area. </b><br></br><a href=""http://",5/18/77 12:00,1,RelativeToGround, , ,A
-82.48699,40.61236,1118,Sep-98,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4973: Tracks and vocalizations lead to sighting by trappers in Bellville area</b><br></br><a href=""http://www.bfro.",9/1/98 12:00,1,RelativeToGround, , ,A
-83.12873,38.83628,1119,Oct-90,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4976: Witness has two sightings, ten years apart in Cut Rock area</b><br></br><a href=""http://www.bfro.net/gdb/clas",10/1/90 12:00,1,RelativeToGround, , ,A
-81.0758,40.74451,1120,Aug-78,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4977: Ron Schaffner case report: The 1978 Minerva Flap</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#cl",8/21/78 12:00,1,RelativeToGround, , ,A
-80.76735,41.36755,1121,Feb-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4978: Prints found following sighting near Mosquito Lake</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#",2/1/00 12:00,1,RelativeToGround, , ,A
-81.67339,39.38745,1122,1971,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 4983: Sighting and vocalizations at a home in Wayne National Forest</b><br></br><a href=""http://www.bfro.net/gdb/cl",8/1/71 12:00,1,RelativeToGround, , ,A
-81.19895,40.75872,1123,1992,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5030: Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio</b><br",1/15/92 12:00,1,RelativeToGround, , ,A
-82.93085,38.79215,1124,Jun-85,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5229: Man recalls seeing a strange bipedal animal during his one and only hunting trip</b><br></br><a href=""http://",6/25/04 12:00,1,RelativeToGround, , ,A
-81.62379,41.23638,1125,Sep-98,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5267: Young teenager has two sightings less than two months apart in a ravine behind her home</b><br></br><a href=""",10/1/98 12:00,1,RelativeToGround, , ,A
-83.5556,40.04792,1126,May-83,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5311: Large hairy creature and footprints seen along fence line on property with past activity</b><br></br><a href=",5/1/83 12:00,1,RelativeToGround, , ,A
-82.26236,40.60787,1127,Aug-43,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5333: Man recalls being picked up while child in Mohican Memorial Forest</b><br></br><a href=""http://www.bfro.net/g",8/29/04 12:00,1,RelativeToGround, , ,A
-83.0363,39.10611,1128,May-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 5977: A brief encounter with a light colored hair covered creature</b><br></br><a href=""http://www.bfro.net/gdb/cla",5/1/00 12:00,1,RelativeToGround, , ,A
-82.97854,38.74899,1129,Oct-86,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6062: Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the r",10/1/86 12:00,1,RelativeToGround, , ,A
-82.1013,39.64193,1130,May-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6313: A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road</b><br",5/11/03 12:00,1,RelativeToGround, , ,A
-82.0101,41.03,1131,May-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6330: A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump",5/1/03 12:00,1,RelativeToGround, , ,A
-80.57593,40.68935,1132,Jul-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6620: A man driving down the road witness's a 'huge"" creature walk across the road</b><br></br><a href=""http://www.",7/16/01 12:00,1,RelativeToGround, , ,A
-81.98721,39.90416,1133,Jul-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6722: Woman observes a sasquatch behind her fence near Zanesville, Ohio.  </b><br></br><a href=""http://www.bfro.net",7/26/03 12:00,1,RelativeToGround, , ,A
-84.45905,39.49695,1134,1995 to 2003,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6804: Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences. </b><br></br><a",6/1/86 12:00,1,RelativeToGround, , ,A
-80.64831,40.77972,1135,Nov-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 6900: Ongoing accounts with a screaming ape-like creature</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",11/1/01 12:00,1,RelativeToGround, , ,A
-82.29486,40.85035,1136,Jul-63,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7026: Three teenage boys witness an ape-like creature lope across a field into the woods</b><br></br><a href=""http:",7/1/63 12:00,1,RelativeToGround, , ,A
-81.65929,39.3731,1137,1990,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7085: Three boys playing games witness a huge creature walking through their front yard</b><br></br><a href=""http:/",7/1/90 12:00,1,RelativeToGround, , ,A
-83.11422,39.49265,1138,Jul-80,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7133: Father, son and cousin enounter a large hair covered creature while wading through a creek</b><br></br><a hre",7/1/80 12:00,1,RelativeToGround, , ,A
-81.39101,39.54739,1139,November 1978 thru 1982,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7220: A man relates a series of occurrences on the family farm involving an upright walking hair covered creature <",11/1/78 12:00,1,RelativeToGround, , ,A
-81.17155,41.13356,1140,Oct-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7224: Ongoing Encounters with ""Fang"" on old family land</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp#c",10/10/03 12:00,1,RelativeToGround, , ,A
-82.44401,40.92276,1141,Nov-58,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7425: A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines</b><br></br><a href=""",11/1/58 12:00,1,RelativeToGround, , ,A
-81.4311,41.10765,1142,Sep-78,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7431: Nine year old playing hide and seek comes face to face with a small ape-like creature</b><br></br><a href=""ht",9/1/78 12:00,1,RelativeToGround, , ,A
-84.21719,40.80725,1143,Nov-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7436: ""Ape-like"" Face Appears in Window, Startles Woman at Computer</b><br></br><a href=""http://www.bfro.net/gdb/cl",11/22/03 12:00,1,RelativeToGround, , ,A
-84.14493,39.89172,1144,Sep-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7718: Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods</b><br></b",9/3/03 12:00,1,RelativeToGround, , ,A
-82.2244,39.4484,1145,Jul-80,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7803: Three college students witness a large creature standing just off of the railroad tracks.  </b><br></br><a hr",7/1/80 12:00,1,RelativeToGround, , ,A
-83.13585,39.20212,1146,Dec-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7932: A young hunter witness's a seven foot tall creature less than 25 feet away</b><br></br><a href=""http://www.bf",12/1/02 12:00,1,RelativeToGround, , ,A
-82.70263,39.74107,1147,Jun-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7936: Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildli",6/29/00 12:00,1,RelativeToGround, , ,A
-82.66616,38.54852,1148,Aug-80,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7940: Bother and sister are followed by a brown, hairy creature walking on two legs</b><br></br><a href=""http://www",8/25/80 12:00,1,RelativeToGround, , ,A
-81.96419,41.06648,1149,Sep-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7973: A young teen sees a hairy creature on the family farm while riding his bike. </b><br></br><a href=""http://www",9/25/01 12:00,1,RelativeToGround, , ,A
-82.47604,39.17029,1150,May-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 7995: Young teen is chased by a seven foot tall hairy creature</b><br></br><a href=""http://www.bfro.net/gdb/classif",5/25/00 12:00,1,RelativeToGround, , ,A
-82.41166,39.14299,1151,1986 or 1987?,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8017: A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit</b",10/1/87 12:00,1,RelativeToGround, , ,A
-81.69818,40.08946,1152,Oct-96,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8042: Bowhunter turns around to see a creature staring at him almost motionless. </b><br></br><a href=""http://www.b",10/25/96 12:00,1,RelativeToGround, , ,A
-82.28814,40.05998,1153,Jan-84,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8236: Two girls witness a large, hair covered baboon like creature squatting in the middle of the road</b><br></br>",1/15/84 12:00,1,RelativeToGround, , ,A
-82.32669,39.48219,1154,May-79,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8394: Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest</b><br></",5/1/79 12:00,1,RelativeToGround, , ,A
-81.15622,40.7343,1155,August 1970's-1980's,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8406: Encounters with a hairy creature in the same area as the well known ""Minerva monster flap.""</b><br></br><a hr",8/1/78 12:00,1,RelativeToGround, , ,A
-83.9374,40.6559,1156,Mar-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8446: Three motorists have early morning road sighting near Hardin/Allen county line</b><br></br><a href=""http://ww",3/25/04 12:00,1,RelativeToGround, , ,A
-81.26217,40.54605,1157,Aug-76,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8494: A woman recounts her childhood sighting near Atwood Lake</b><br></br><a href=""http://www.bfro.net/gdb/classif",8/1/76 12:00,1,RelativeToGround, , ,A
-81.77677,41.02572,1158,Sep-76,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8587: A childhood encounter just outside of Wadsworth, Ohio</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",9/1/76 12:00,1,RelativeToGround, , ,A
-81.79669,41.06019,1159,Oct-00,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8778: A possible sighting of the River Styx monster crossing a small clearing</b><br></br><a href=""http://www.bfro.",10/1/00 12:00,1,RelativeToGround, , ,A
-80.6616,40.42591,1160,May 2002-2004,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8785: Family has series of experiences north of Steubenville off of State Route 213</b><br></br><a href=""http://www",5/1/04 12:00,1,RelativeToGround, , ,A
-81.20629,41.44442,1161,Feb-78,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8836: Brothers have sighting in their backyard during the ""Blizzard of 1978.""</b><br></br><a href=""http://www.bfro.",2/5/78 12:00,1,RelativeToGround, , ,A
-82.82576,40.46339,1162,Jun-78,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 8944: Mini-bike rider has afternoon encounter near Fulton</b><br></br><a href=""http://www.bfro.net/gdb/classify.asp",6/20/78 12:00,1,RelativeToGround, , ,A
-80.89096,41.42579,1163,Aug-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9129: Man has close encounter very near the Grand River State Game Preserve</b><br></br><a href=""http://www.bfro.ne",8/7/04 12:00,1,RelativeToGround, , ,A
-81.5117,40.1218,1164,Aug-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9188: While picnicking in early evening, a couple has sighting at Salt Fork State Park</b><br></br><a href=""http://",8/18/04 12:00,1,RelativeToGround, , ,A
-81.61014,39.92781,1165,Aug-04,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9281: Man has an early morning sighting near Pleasant City</b><br></br><a href=""http://www.bfro.net/gdb/classify.as",8/17/04 12:00,1,RelativeToGround, , ,A
-82.82214,40.5896,1166,Aug-02,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 9537: Two Motorists Have An Early Evening Sighting North of Mt. Gilead</b><br></br><a href=""http://www.bfro.net/gdb",8/15/02 12:00,1,RelativeToGround, , ,A
-83.51394,39.96627,1167,Feb-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10330: Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line. </b><br></br><a hre",2/18/03 12:00,1,RelativeToGround, , ,A
-81.81317,41.12012,1168,Sep-92,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10729: Driver encounters an unknown hairy biped just outside of Medina.</b><br></br><a href=""http://www.bfro.net/gd",9/20/92 12:00,1,RelativeToGround, , ,A
-81.22075,41.57231,1169,Feb-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10766: Motorist has a nighttime sighting just outside of Chardon.</b><br></br><a href=""http://www.bfro.net/gdb/clas",2/24/05 12:00,1,RelativeToGround, , ,A
-83.0556,40.26494,1170,Jul-76,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10861: Teenagers wading down the Olentangy River at night have a sighting south of Delaware.</b><br></br><a href=""h",7/15/76 12:00,1,RelativeToGround, , ,A
-82.87663,40.50945,1171,Jan-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10863: Two young men have a sighting while tending a campfire near Cardington.</b><br></br><a href=""http://www.bfro",1/13/05 12:00,1,RelativeToGround, , ,A
-82.71107,38.60551,1172,Feb-91,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 10925: Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.</b><br><",2/24/91 12:00,1,RelativeToGround, , ,A
-81.18352,40.71737,1173,May-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 11771: A young man hears vocals and has a sighting north of Malvern</b><br></br><a href=""http://www.bfro.net/gdb/cl",5/30/05 12:00,1,RelativeToGround, , ,A
-83.0337,40.08159,1174,1986-87,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 14646: Fisherman Observes White Creature Swimming in Antrim Lake</b><br></br><a href=""http://www.bfro.net/gdb/class",5/15/87 12:00,1,RelativeToGround, , ,A
-81.5745,41.29621,1175,Jul-95,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 15885: Possible confrontation with hikers at night in Cuyahoga Valley National Park</b><br></br><a href=""http://www",1/4/95 12:00,1,RelativeToGround, , ,A
-80.51186,41.05304,1176,Jul-98,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 23125: Large creature dragging a dead animal crosses road south of North Jackson</b><br></br><a href=""http://www.bf",7/1/98 12:00,1,RelativeToGround, , ,A
-81.56232,40.10801,1177,May-03,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 24141: Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park</b><br></",5/15/03 12:00,1,RelativeToGround, , ,A
-81.56255,41.2584,1178,Sep-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25715: Man recalls early evening sighting near Brandywine Ski Resort</b><br></br><a href=""http://www.bfro.net/gdb/c",9/14/05 12:00,1,RelativeToGround, , ,A
-83.80582,38.81772,1179,Jul-86,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 25961: Young woman has close encounter at night outside of Georgetown</b><br></br><a href=""http://www.bfro.net/gdb/",7/27/86 12:00,1,RelativeToGround, , ,A
-84.36874,39.63662,1180,Feb-05,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26369: Late night sighting by motorists north of Germantown</b><br></br><a href=""http://www.bfro.net/gdb/classify.a",2/15/05 12:00,1,RelativeToGround, , ,A
-80.77592,41.09087,1181,Oct-01,"<img src=""http://www.bfro.net/images/bfroicon-i.jpg"" vspace=""0"" hspace=""0"" width=""50"" height=""26"" align=""right""></img><b>
          Report 26709: Young man recalls encounter behind his house and close to the Meander Creek Reservoir</b><br></br><a href=""h",9/30/01 12:00,1,RelativeToGround, , ,A
