Year,Country,Species,Region,Catch (Tons)
1983,United States of America,Atlantic cod,"Atlantic, Northwest",51018
1984,United States of America,Atlantic cod,"Atlantic, Northwest",43897
1985,United States of America,Atlantic cod,"Atlantic, Northwest",37568
1986,United States of America,Atlantic cod,"Atlantic, Northwest",27730
1987,United States of America,Atlantic cod,"Atlantic, Northwest",26808
1988,United States of America,Atlantic cod,"Atlantic, Northwest",34506
1989,United States of America,Atlantic cod,"Atlantic, Northwest",35572
1990,United States of America,Atlantic cod,"Atlantic, Northwest",43491
1991,United States of America,Atlantic cod,"Atlantic, Northwest",42019
1992,United States of America,Atlantic cod,"Atlantic, Northwest",27798
1993,United States of America,Atlantic cod,"Atlantic, Northwest",22908
1994,United States of America,Atlantic cod,"Atlantic, Northwest",17533
1995,United States of America,Atlantic cod,"Atlantic, Northwest",13633
1996,United States of America,Atlantic cod,"Atlantic, Northwest",14239
1997,United States of America,Atlantic cod,"Atlantic, Northwest",12980
1998,United States of America,Atlantic cod,"Atlantic, Northwest",11114
1999,United States of America,Atlantic cod,"Atlantic, Northwest",9724
2000,United States of America,Atlantic cod,"Atlantic, Northwest",11372
2001,United States of America,Atlantic cod,"Atlantic, Northwest",15063
2002,United States of America,Atlantic cod,"Atlantic, Northwest",13086
2003,United States of America,Atlantic cod,"Atlantic, Northwest",10705
2004,United States of America,Atlantic cod,"Atlantic, Northwest",7291
2005,United States of America,Atlantic cod,"Atlantic, Northwest",6311
2006,United States of America,Atlantic cod,"Atlantic, Northwest",5710
2007,United States of America,Atlantic cod,"Atlantic, Northwest",7658
2008,United States of America,Atlantic cod,"Atlantic, Northwest",8690
2009,United States of America,Atlantic cod,"Atlantic, Northwest",8946
2010,United States of America,Atlantic cod,"Atlantic, Northwest",8039
2011,United States of America,Atlantic cod,"Atlantic, Northwest",7981
2012,United States of America,Atlantic cod,"Atlantic, Northwest",4764
2013,United States of America,Atlantic cod,"Atlantic, Northwest",2260
2014,United States of America,Atlantic cod,"Atlantic, Northwest",2344
2015,United States of America,Atlantic cod,"Atlantic, Northwest",1526
2016,United States of America,Atlantic cod,"Atlantic, Northwest",1461
2017,United States of America,Atlantic cod,"Atlantic, Northwest",842
2018,United States of America,Atlantic cod,"Atlantic, Northwest",976
2019,United States of America,Atlantic cod,"Atlantic, Northwest",1017
1950,United States of America,Atlantic halibut,"Atlantic, Northwest",244
1951,United States of America,Atlantic halibut,"Atlantic, Northwest",197
1952,United States of America,Atlantic halibut,"Atlantic, Northwest",179
1953,United States of America,Atlantic halibut,"Atlantic, Northwest",159
1954,United States of America,Atlantic halibut,"Atlantic, Northwest",202
1955,United States of America,Atlantic halibut,"Atlantic, Northwest",156
1956,United States of America,Atlantic halibut,"Atlantic, Northwest",139
1957,United States of America,Atlantic halibut,"Atlantic, Northwest",151
1958,United States of America,Atlantic halibut,"Atlantic, Northwest",132
1959,United States of America,Atlantic halibut,"Atlantic, Northwest",136
1960,United States of America,Atlantic halibut,"Atlantic, Northwest",122
1961,United States of America,Atlantic halibut,"Atlantic, Northwest",130
1962,United States of America,Atlantic halibut,"Atlantic, Northwest",115
1963,United States of America,Atlantic halibut,"Atlantic, Northwest",124
1964,United States of America,Atlantic halibut,"Atlantic, Northwest",140
1965,United States of America,Atlantic halibut,"Atlantic, Northwest",149
1966,United States of America,Atlantic halibut,"Atlantic, Northwest",140
1967,United States of America,Atlantic halibut,"Atlantic, Northwest",133
1968,United States of America,Atlantic halibut,"Atlantic, Northwest",114
1969,United States of America,Atlantic halibut,"Atlantic, Northwest",96
1970,United States of America,Atlantic halibut,"Atlantic, Northwest",100
1971,United States of America,Atlantic halibut,"Atlantic, Northwest",100
1972,United States of America,Atlantic halibut,"Atlantic, Northwest",100
1973,United States of America,Atlantic halibut,"Atlantic, Northwest",100
1974,United States of America,Atlantic halibut,"Atlantic, Northwest",79
1975,United States of America,Atlantic halibut,"Atlantic, Northwest",77
1976,United States of America,Atlantic halibut,"Atlantic, Northwest",63
1977,United States of America,Atlantic halibut,"Atlantic, Northwest",56
1978,United States of America,Atlantic halibut,"Atlantic, Northwest",93
1979,United States of America,Atlantic halibut,"Atlantic, Northwest",127
1980,United States of America,Atlantic halibut,"Atlantic, Northwest",85
1981,United States of America,Atlantic halibut,"Atlantic, Northwest",86
1982,United States of America,Atlantic halibut,"Atlantic, Northwest",290
1983,United States of America,Atlantic halibut,"Atlantic, Northwest",76
1984,United States of America,Atlantic halibut,"Atlantic, Northwest",77
1985,United States of America,Atlantic halibut,"Atlantic, Northwest",90
1986,United States of America,Atlantic halibut,"Atlantic, Northwest",46
1987,United States of America,Atlantic halibut,"Atlantic, Northwest",31
1988,United States of America,Atlantic halibut,"Atlantic, Northwest",78
1989,United States of America,Atlantic halibut,"Atlantic, Northwest",20
1990,United States of America,Atlantic halibut,"Atlantic, Northwest",16
1991,United States of America,Atlantic halibut,"Atlantic, Northwest",31
1992,United States of America,Atlantic halibut,"Atlantic, Northwest",22
1993,United States of America,Atlantic halibut,"Atlantic, Northwest",19
1994,United States of America,Atlantic halibut,"Atlantic, Northwest",21
1995,United States of America,Atlantic halibut,"Atlantic, Northwest",11
1996,United States of America,Atlantic halibut,"Atlantic, Northwest",13
1997,United States of America,Atlantic halibut,"Atlantic, Northwest",14
1998,United States of America,Atlantic halibut,"Atlantic, Northwest",8
1999,United States of America,Atlantic halibut,"Atlantic, Northwest",11
2000,United States of America,Atlantic halibut,"Atlantic, Northwest",11
2001,United States of America,Atlantic halibut,"Atlantic, Northwest",11
2002,United States of America,Atlantic halibut,"Atlantic, Northwest",10
2003,United States of America,Atlantic halibut,"Atlantic, Northwest",17
2004,United States of America,Atlantic halibut,"Atlantic, Northwest",11
2005,United States of America,Atlantic halibut,"Atlantic, Northwest",17
2006,United States of America,Atlantic halibut,"Atlantic, Northwest",16
2007,United States of America,Atlantic halibut,"Atlantic, Northwest",24
2008,United States of America,Atlantic halibut,"Atlantic, Northwest",29
2009,United States of America,Atlantic halibut,"Atlantic, Northwest",45
2010,United States of America,Atlantic halibut,"Atlantic, Northwest",24
2011,United States of America,Atlantic halibut,"Atlantic, Northwest",25
2012,United States of America,Atlantic halibut,"Atlantic, Northwest",34
2013,United States of America,Atlantic halibut,"Atlantic, Northwest",39
2014,United States of America,Atlantic halibut,"Atlantic, Northwest",61
2015,United States of America,Atlantic halibut,"Atlantic, Northwest",106
2016,United States of America,Atlantic halibut,"Atlantic, Northwest",150
2017,United States of America,Atlantic halibut,"Atlantic, Northwest",110
2018,United States of America,Atlantic halibut,"Atlantic, Northwest",70
2019,United States of America,Atlantic halibut,"Atlantic, Northwest",49
1950,United States of America,Swordfish,"Atlantic, Northwest",413
1951,United States of America,Swordfish,"Atlantic, Northwest",92
1952,United States of America,Swordfish,"Atlantic, Northwest",137
1953,United States of America,Swordfish,"Atlantic, Northwest",110
1954,United States of America,Swordfish,"Atlantic, Northwest",156
1955,United States of America,Swordfish,"Atlantic, Northwest",161
1956,United States of America,Swordfish,"Atlantic, Northwest",223
1957,United States of America,Swordfish,"Atlantic, Northwest",367
1958,United States of America,Swordfish,"Atlantic, Northwest",710
1959,United States of America,Swordfish,"Atlantic, Northwest",690
1960,United States of America,Swordfish,"Atlantic, Northwest",459
1961,United States of America,Swordfish,"Atlantic, Northwest",408
1962,United States of America,Swordfish,"Atlantic, Northwest",424
1963,United States of America,Swordfish,"Atlantic, Northwest",1249
1964,United States of America,Swordfish,"Atlantic, Northwest",1165
1965,United States of America,Swordfish,"Atlantic, Northwest",988
1966,United States of America,Swordfish,"Atlantic, Northwest",580
1967,United States of America,Swordfish,"Atlantic, Northwest",474
1968,United States of America,Swordfish,"Atlantic, Northwest",274
1969,United States of America,Swordfish,"Atlantic, Northwest",170
1970,United States of America,Swordfish,"Atlantic, Northwest",100
1971,United States of America,Swordfish,"Atlantic, Northwest",0
1972,United States of America,Swordfish,"Atlantic, Northwest",300
1973,United States of America,Swordfish,"Atlantic, Northwest",400
1974,United States of America,Swordfish,"Atlantic, Northwest",1556
1975,United States of America,Swordfish,"Atlantic, Northwest",2016
1976,United States of America,Swordfish,"Atlantic, Northwest",1631
1977,United States of America,Swordfish,"Atlantic, Northwest",910
1978,United States of America,Swordfish,"Atlantic, Northwest",2510
1979,United States of America,Swordfish,"Atlantic, Northwest",2311
1980,United States of America,Swordfish,"Atlantic, Northwest",1772
1981,United States of America,Swordfish,"Atlantic, Northwest",1500
1982,United States of America,Swordfish,"Atlantic, Northwest",1770
1983,United States of America,Swordfish,"Atlantic, Northwest",2127
1984,United States of America,Swordfish,"Atlantic, Northwest",2142
1985,United States of America,Swordfish,"Atlantic, Northwest",1805
1986,United States of America,Swordfish,"Atlantic, Northwest",1831
1987,United States of America,Swordfish,"Atlantic, Northwest",1939
1988,United States of America,Swordfish,"Atlantic, Northwest",2537
1989,United States of America,Swordfish,"Atlantic, Northwest",2423
1990,United States of America,Swordfish,"Atlantic, Northwest",4745
1991,United States of America,Swordfish,"Atlantic, Northwest",1838
1992,United States of America,Swordfish,"Atlantic, Northwest",1617
1993,United States of America,Swordfish,"Atlantic, Northwest",1531
1994,United States of America,Swordfish,"Atlantic, Northwest",1248
1995,United States of America,Swordfish,"Atlantic, Northwest",1266
1996,United States of America,Swordfish,"Atlantic, Northwest",898
1997,United States of America,Swordfish,"Atlantic, Northwest",981
1998,United States of America,Swordfish,"Atlantic, Northwest",1112
1999,United States of America,Swordfish,"Atlantic, Northwest",1145
2000,United States of America,Swordfish,"Atlantic, Northwest",1223
2001,United States of America,Swordfish,"Atlantic, Northwest",1065
2002,United States of America,Swordfish,"Atlantic, Northwest",1052
2003,United States of America,Swordfish,"Atlantic, Northwest",1057
2004,United States of America,Swordfish,"Atlantic, Northwest",1185
2005,United States of America,Swordfish,"Atlantic, Northwest",691
2006,United States of America,Swordfish,"Atlantic, Northwest",855
2007,United States of America,Swordfish,"Atlantic, Northwest",780
2008,United States of America,Swordfish,"Atlantic, Northwest",651
2009,United States of America,Swordfish,"Atlantic, Northwest",871
2010,United States of America,Swordfish,"Atlantic, Northwest",796
2011,United States of America,Swordfish,"Atlantic, Northwest",934
2012,United States of America,Swordfish,"Atlantic, Northwest",1149
2013,United States of America,Swordfish,"Atlantic, Northwest",1080
2014,United States of America,Swordfish,"Atlantic, Northwest",468
2015,United States of America,Swordfish,"Atlantic, Northwest",693
2016,United States of America,Swordfish,"Atlantic, Northwest",538
2017,United States of America,Swordfish,"Atlantic, Northwest",447
2018,United States of America,Swordfish,"Atlantic, Northwest",321
2019,United States of America,Swordfish,"Atlantic, Northwest",460
1950,United States of America,Swordfish,"Atlantic, Western Central",0
1951,United States of America,Swordfish,"Atlantic, Western Central",0
1952,United States of America,Swordfish,"Atlantic, Western Central",0
1953,United States of America,Swordfish,"Atlantic, Western Central",0
1954,United States of America,Swordfish,"Atlantic, Western Central",0
1955,United States of America,Swordfish,"Atlantic, Western Central",0
1956,United States of America,Swordfish,"Atlantic, Western Central",0
1957,United States of America,Swordfish,"Atlantic, Western Central",0
1958,United States of America,Swordfish,"Atlantic, Western Central",0
1959,United States of America,Swordfish,"Atlantic, Western Central",0
1960,United States of America,Swordfish,"Atlantic, Western Central",0
1961,United States of America,Swordfish,"Atlantic, Western Central",0
1962,United States of America,Swordfish,"Atlantic, Western Central",0
1963,United States of America,Swordfish,"Atlantic, Western Central",1
1964,United States of America,Swordfish,"Atlantic, Western Central",219
1965,United States of America,Swordfish,"Atlantic, Western Central",238
1966,United States of America,Swordfish,"Atlantic, Western Central",35
1967,United States of America,Swordfish,"Atlantic, Western Central",0
1968,United States of America,Swordfish,"Atlantic, Western Central",0
1969,United States of America,Swordfish,"Atlantic, Western Central",1
1970,United States of America,Swordfish,"Atlantic, Western Central",200
1971,United States of America,Swordfish,"Atlantic, Western Central",0
1972,United States of America,Swordfish,"Atlantic, Western Central",0
1973,United States of America,Swordfish,"Atlantic, Western Central",0
1974,United States of America,Swordfish,"Atlantic, Western Central",39
1975,United States of America,Swordfish,"Atlantic, Western Central",68
1976,United States of America,Swordfish,"Atlantic, Western Central",296
1977,United States of America,Swordfish,"Atlantic, Western Central",559
1978,United States of America,Swordfish,"Atlantic, Western Central",715
1979,United States of America,Swordfish,"Atlantic, Western Central",1149
1980,United States of America,Swordfish,"Atlantic, Western Central",2075
1981,United States of America,Swordfish,"Atlantic, Western Central",2161
1982,United States of America,Swordfish,"Atlantic, Western Central",2389
1983,United States of America,Swordfish,"Atlantic, Western Central",2201
1984,United States of America,Swordfish,"Atlantic, Western Central",1806
1985,United States of America,Swordfish,"Atlantic, Western Central",1922
1986,United States of America,Swordfish,"Atlantic, Western Central",1022
1987,United States of America,Swordfish,"Atlantic, Western Central",1264
1988,United States of America,Swordfish,"Atlantic, Western Central",2191
1989,United States of America,Swordfish,"Atlantic, Western Central",2326
1990,United States of America,Swordfish,"Atlantic, Western Central",1858
1991,United States of America,Swordfish,"Atlantic, Western Central",1713
1992,United States of America,Swordfish,"Atlantic, Western Central",1378
1993,United States of America,Swordfish,"Atlantic, Western Central",1445
1994,United States of America,Swordfish,"Atlantic, Western Central",1184
1995,United States of America,Swordfish,"Atlantic, Western Central",1174
1996,United States of America,Swordfish,"Atlantic, Western Central",1348
1997,United States of America,Swordfish,"Atlantic, Western Central",1184
1998,United States of America,Swordfish,"Atlantic, Western Central",1068
1999,United States of America,Swordfish,"Atlantic, Western Central",1182
2000,United States of America,Swordfish,"Atlantic, Western Central",1174
2001,United States of America,Swordfish,"Atlantic, Western Central",698
2002,United States of America,Swordfish,"Atlantic, Western Central",843
2003,United States of America,Swordfish,"Atlantic, Western Central",804
2004,United States of America,Swordfish,"Atlantic, Western Central",680
2005,United States of America,Swordfish,"Atlantic, Western Central",620
2006,United States of America,Swordfish,"Atlantic, Western Central",451
2007,United States of America,Swordfish,"Atlantic, Western Central",688
2008,United States of America,Swordfish,"Atlantic, Western Central",692
2009,United States of America,Swordfish,"Atlantic, Western Central",987
2010,United States of America,Swordfish,"Atlantic, Western Central",969
2011,United States of America,Swordfish,"Atlantic, Western Central",1220
2012,United States of America,Swordfish,"Atlantic, Western Central",1493
2013,United States of America,Swordfish,"Atlantic, Western Central",1055
2014,United States of America,Swordfish,"Atlantic, Western Central",701
2015,United States of America,Swordfish,"Atlantic, Western Central",594
2016,United States of America,Swordfish,"Atlantic, Western Central",825
2017,United States of America,Swordfish,"Atlantic, Western Central",635
2018,United States of America,Swordfish,"Atlantic, Western Central",709
2019,United States of America,Swordfish,"Atlantic, Western Central",858
1950,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1951,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1952,United States of America,Yellowfin tuna,"Atlantic, Northwest",187
1953,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1954,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1955,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1956,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1957,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1958,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1959,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1960,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1961,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1962,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1963,United States of America,Yellowfin tuna,"Atlantic, Northwest",207
1964,United States of America,Yellowfin tuna,"Atlantic, Northwest",126
1965,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1966,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1967,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1968,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1969,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1970,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1971,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1972,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1973,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1974,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1975,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1976,United States of America,Yellowfin tuna,"Atlantic, Northwest",5
1977,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1978,United States of America,Yellowfin tuna,"Atlantic, Northwest",10
1979,United States of America,Yellowfin tuna,"Atlantic, Northwest",0
1980,United States of America,Yellowfin tuna,"Atlantic, Northwest",13
1981,United States of America,Yellowfin tuna,"Atlantic, Northwest",75
1982,United States of America,Yellowfin tuna,"Atlantic, Northwest",154
1983,United States of America,Yellowfin tuna,"Atlantic, Northwest",205
1984,United States of America,Yellowfin tuna,"Atlantic, Northwest",179
1985,United States of America,Yellowfin tuna,"Atlantic, Northwest",322
1986,United States of America,Yellowfin tuna,"Atlantic, Northwest",743
1987,United States of America,Yellowfin tuna,"Atlantic, Northwest",1153
1988,United States of America,Yellowfin tuna,"Atlantic, Northwest",919
1989,United States of America,Yellowfin tuna,"Atlantic, Northwest",640
1990,United States of America,Yellowfin tuna,"Atlantic, Northwest",862
1991,United States of America,Yellowfin tuna,"Atlantic, Northwest",1196
1992,United States of America,Yellowfin tuna,"Atlantic, Northwest",1959
1993,United States of America,Yellowfin tuna,"Atlantic, Northwest",641
1994,United States of America,Yellowfin tuna,"Atlantic, Northwest",598
1995,United States of America,Yellowfin tuna,"Atlantic, Northwest",1825
1996,United States of America,Yellowfin tuna,"Atlantic, Northwest",955
1997,United States of America,Yellowfin tuna,"Atlantic, Northwest",921
1998,United States of America,Yellowfin tuna,"Atlantic, Northwest",572
1999,United States of America,Yellowfin tuna,"Atlantic, Northwest",622
2000,United States of America,Yellowfin tuna,"Atlantic, Northwest",913
2001,United States of America,Yellowfin tuna,"Atlantic, Northwest",795
2002,United States of America,Yellowfin tuna,"Atlantic, Northwest",453
2003,United States of America,Yellowfin tuna,"Atlantic, Northwest",353
2004,United States of America,Yellowfin tuna,"Atlantic, Northwest",789
2005,United States of America,Yellowfin tuna,"Atlantic, Northwest",456
2006,United States of America,Yellowfin tuna,"Atlantic, Northwest",790
2007,United States of America,Yellowfin tuna,"Atlantic, Northwest",844
2008,United States of America,Yellowfin tuna,"Atlantic, Northwest",410
2009,United States of America,Yellowfin tuna,"Atlantic, Northwest",361
2010,United States of America,Yellowfin tuna,"Atlantic, Northwest",525
2011,United States of America,Yellowfin tuna,"Atlantic, Northwest",605
2012,United States of America,Yellowfin tuna,"Atlantic, Northwest",824
2013,United States of America,Yellowfin tuna,"Atlantic, Northwest",478
2014,United States of America,Yellowfin tuna,"Atlantic, Northwest",657
2015,United States of America,Yellowfin tuna,"Atlantic, Northwest",446
2016,United States of America,Yellowfin tuna,"Atlantic, Northwest",479
2017,United States of America,Yellowfin tuna,"Atlantic, Northwest",718
2018,United States of America,Yellowfin tuna,"Atlantic, Northwest",385
2019,United States of America,Yellowfin tuna,"Atlantic, Northwest",524
1950,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1951,United States of America,Yellowfin tuna,"Atlantic, Western Central",158
1952,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1953,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1954,United States of America,Yellowfin tuna,"Atlantic, Western Central",7
1955,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1956,United States of America,Yellowfin tuna,"Atlantic, Western Central",151
1957,United States of America,Yellowfin tuna,"Atlantic, Western Central",302
1958,United States of America,Yellowfin tuna,"Atlantic, Western Central",283
1959,United States of America,Yellowfin tuna,"Atlantic, Western Central",111
1960,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1961,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1962,United States of America,Yellowfin tuna,"Atlantic, Western Central",17
1963,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1964,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1965,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1966,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1967,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1968,United States of America,Yellowfin tuna,"Atlantic, Western Central",114
1969,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1970,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1971,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1972,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1973,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1974,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1975,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1976,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1977,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1978,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1979,United States of America,Yellowfin tuna,"Atlantic, Western Central",0
1980,United States of America,Yellowfin tuna,"Atlantic, Western Central",453
1981,United States of America,Yellowfin tuna,"Atlantic, Western Central",334
1982,United States of America,Yellowfin tuna,"Atlantic, Western Central",11
1983,United States of America,Yellowfin tuna,"Atlantic, Western Central",87
1984,United States of America,Yellowfin tuna,"Atlantic, Western Central",478
1985,United States of America,Yellowfin tuna,"Atlantic, Western Central",5265
1986,United States of America,Yellowfin tuna,"Atlantic, Western Central",5594
1987,United States of America,Yellowfin tuna,"Atlantic, Western Central",3924
1988,United States of America,Yellowfin tuna,"Atlantic, Western Central",7673
1989,United States of America,Yellowfin tuna,"Atlantic, Western Central",5764
1990,United States of America,Yellowfin tuna,"Atlantic, Western Central",3458
1991,United States of America,Yellowfin tuna,"Atlantic, Western Central",3269
1992,United States of America,Yellowfin tuna,"Atlantic, Western Central",4474
1993,United States of America,Yellowfin tuna,"Atlantic, Western Central",2821
1994,United States of America,Yellowfin tuna,"Atlantic, Western Central",2561
1995,United States of America,Yellowfin tuna,"Atlantic, Western Central",1644
1996,United States of America,Yellowfin tuna,"Atlantic, Western Central",2160
1997,United States of America,Yellowfin tuna,"Atlantic, Western Central",2460
1998,United States of America,Yellowfin tuna,"Atlantic, Western Central",1759
1999,United States of America,Yellowfin tuna,"Atlantic, Western Central",2452
2000,United States of America,Yellowfin tuna,"Atlantic, Western Central",2019
2001,United States of America,Yellowfin tuna,"Atlantic, Western Central",1392
2002,United States of America,Yellowfin tuna,"Atlantic, Western Central",1976
2003,United States of America,Yellowfin tuna,"Atlantic, Western Central",1748
2004,United States of America,Yellowfin tuna,"Atlantic, Western Central",1610
2005,United States of America,Yellowfin tuna,"Atlantic, Western Central",1242
2006,United States of America,Yellowfin tuna,"Atlantic, Western Central",1131
2007,United States of America,Yellowfin tuna,"Atlantic, Western Central",1397
2008,United States of America,Yellowfin tuna,"Atlantic, Western Central",771
2009,United States of America,Yellowfin tuna,"Atlantic, Western Central",1218
2010,United States of America,Yellowfin tuna,"Atlantic, Western Central",427
2011,United States of America,Yellowfin tuna,"Atlantic, Western Central",740
2012,United States of America,Yellowfin tuna,"Atlantic, Western Central",1348
2013,United States of America,Yellowfin tuna,"Atlantic, Western Central",1006
2014,United States of America,Yellowfin tuna,"Atlantic, Western Central",856
2015,United States of America,Yellowfin tuna,"Atlantic, Western Central",669
2016,United States of America,Yellowfin tuna,"Atlantic, Western Central",742
2017,United States of America,Yellowfin tuna,"Atlantic, Western Central",718
2018,United States of America,Yellowfin tuna,"Atlantic, Western Central",448
2019,United States of America,Yellowfin tuna,"Atlantic, Western Central",323
1950,Portugal,Atlantic cod,"Atlantic, Northeast",0
1951,Portugal,Atlantic cod,"Atlantic, Northeast",0
1952,Portugal,Atlantic cod,"Atlantic, Northeast",0
1953,Portugal,Atlantic cod,"Atlantic, Northeast",0
1954,Portugal,Atlantic cod,"Atlantic, Northeast",0
1955,Portugal,Atlantic cod,"Atlantic, Northeast",0
1956,Portugal,Atlantic cod,"Atlantic, Northeast",0
1957,Portugal,Atlantic cod,"Atlantic, Northeast",0
1958,Portugal,Atlantic cod,"Atlantic, Northeast",0
1959,Portugal,Atlantic cod,"Atlantic, Northeast",0
1960,Portugal,Atlantic cod,"Atlantic, Northeast",0
1961,Portugal,Atlantic cod,"Atlantic, Northeast",0
1962,Portugal,Atlantic cod,"Atlantic, Northeast",0
1963,Portugal,Atlantic cod,"Atlantic, Northeast",0
1964,Portugal,Atlantic cod,"Atlantic, Northeast",0
1965,Portugal,Atlantic cod,"Atlantic, Northeast",0
1966,Portugal,Atlantic cod,"Atlantic, Northeast",0
1967,Portugal,Atlantic cod,"Atlantic, Northeast",0
1968,Portugal,Atlantic cod,"Atlantic, Northeast",0
1969,Portugal,Atlantic cod,"Atlantic, Northeast",0
1970,Portugal,Atlantic cod,"Atlantic, Northeast",0
1971,Portugal,Atlantic cod,"Atlantic, Northeast",0
1972,Portugal,Atlantic cod,"Atlantic, Northeast",0
1973,Portugal,Atlantic cod,"Atlantic, Northeast",0
1974,Portugal,Atlantic cod,"Atlantic, Northeast",25995
1975,Portugal,Atlantic cod,"Atlantic, Northeast",10578
1976,Portugal,Atlantic cod,"Atlantic, Northeast",7728
1977,Portugal,Atlantic cod,"Atlantic, Northeast",4092
1978,Portugal,Atlantic cod,"Atlantic, Northeast",863
1979,Portugal,Atlantic cod,"Atlantic, Northeast",2300
1980,Portugal,Atlantic cod,"Atlantic, Northeast",975
1981,Portugal,Atlantic cod,"Atlantic, Northeast",0
1982,Portugal,Atlantic cod,"Atlantic, Northeast",0
1983,Portugal,Atlantic cod,"Atlantic, Northeast",0
1984,Portugal,Atlantic cod,"Atlantic, Northeast",3829
1985,Portugal,Atlantic cod,"Atlantic, Northeast",4330
1986,Portugal,Atlantic cod,"Atlantic, Northeast",3506
1987,Portugal,Atlantic cod,"Atlantic, Northeast",2454
1988,Portugal,Atlantic cod,"Atlantic, Northeast",1863
1989,Portugal,Atlantic cod,"Atlantic, Northeast",1274
1990,Portugal,Atlantic cod,"Atlantic, Northeast",517
1991,Portugal,Atlantic cod,"Atlantic, Northeast",790
1992,Portugal,Atlantic cod,"Atlantic, Northeast",1134
1993,Portugal,Atlantic cod,"Atlantic, Northeast",1788
1994,Portugal,Atlantic cod,"Atlantic, Northeast",5644
1995,Portugal,Atlantic cod,"Atlantic, Northeast",5654
1996,Portugal,Atlantic cod,"Atlantic, Northeast",6765
1997,Portugal,Atlantic cod,"Atlantic, Northeast",7533
1998,Portugal,Atlantic cod,"Atlantic, Northeast",5493
1999,Portugal,Atlantic cod,"Atlantic, Northeast",3885
2000,Portugal,Atlantic cod,"Atlantic, Northeast",3587
2001,Portugal,Atlantic cod,"Atlantic, Northeast",4027
2002,Portugal,Atlantic cod,"Atlantic, Northeast",3630
2003,Portugal,Atlantic cod,"Atlantic, Northeast",3628
2004,Portugal,Atlantic cod,"Atlantic, Northeast",4895
2005,Portugal,Atlantic cod,"Atlantic, Northeast",4316
2006,Portugal,Atlantic cod,"Atlantic, Northeast",5409
2007,Portugal,Atlantic cod,"Atlantic, Northeast",4132
2008,Portugal,Atlantic cod,"Atlantic, Northeast",4087
2009,Portugal,Atlantic cod,"Atlantic, Northeast",4737
2010,Portugal,Atlantic cod,"Atlantic, Northeast",4725
2011,Portugal,Atlantic cod,"Atlantic, Northeast",3576
2012,Portugal,Atlantic cod,"Atlantic, Northeast",4025
2013,Portugal,Atlantic cod,"Atlantic, Northeast",4671
2014,Portugal,Atlantic cod,"Atlantic, Northeast",2007
2015,Portugal,Atlantic cod,"Atlantic, Northeast",907
2016,Portugal,Atlantic cod,"Atlantic, Northeast",4338
2017,Portugal,Atlantic cod,"Atlantic, Northeast",3978
2018,Portugal,Atlantic cod,"Atlantic, Northeast",2751
2019,Portugal,Atlantic cod,"Atlantic, Northeast",3502
1950,Portugal,Atlantic cod,"Atlantic, Northwest",136700
